-7.976000200000000007e+01,1.000000000000000000e+00
-7.976000000000000512e+01,2.000000000000000000e+00
-7.926000200000000007e+01,1.000000000000000000e+00
-7.906000000000000227e+01,1.000000000000000000e+00
-7.876000000000000512e+01,1.000000000000000000e+00
-7.855000300000000379e+01,1.000000000000000000e+00
-7.854999999999999716e+01,2.000000000000000000e+00
-7.844999699999999621e+01,1.000000000000000000e+00
-7.834999999999999432e+01,1.000000000000000000e+00
-7.815000000000000568e+01,1.000000000000000000e+00
-7.795000000000000284e+01,1.000000000000000000e+00
-7.775000000000000000e+01,1.000000000000000000e+00
-7.755000300000000379e+01,1.000000000000000000e+00
-7.744999699999999621e+01,1.000000000000000000e+00
-7.734000000000000341e+01,1.000000000000000000e+00
-7.723999999999999488e+01,1.000000000000000000e+00
-7.714000000000000057e+01,1.000000000000000000e+00
-7.704000000000000625e+01,1.000000000000000000e+00
-7.684000000000000341e+01,4.000000000000000000e+00
-7.683999599999999930e+01,1.000000000000000000e+00
-7.673999999999999488e+01,1.000000000000000000e+00
-7.673999799999999993e+01,1.000000000000000000e+00
-7.654000000000000625e+01,1.000000000000000000e+00
-7.644000200000000689e+01,1.000000000000000000e+00
-7.633999599999999930e+01,1.000000000000000000e+00
-7.612999700000000303e+01,1.000000000000000000e+00
-7.603000000000000114e+01,1.000000000000000000e+00
-7.602999900000000366e+01,1.000000000000000000e+00
-7.593000000000000682e+01,1.000000000000000000e+00
-7.582999999999999829e+01,1.000000000000000000e+01
-7.573000000000000398e+01,2.000000000000000000e+00
-7.562999999999999545e+01,1.000000000000000000e+00
-7.562999700000000303e+01,2.000000000000000000e+00
-7.553000000000000114e+01,1.000000000000000000e+00
-7.532999999999999829e+01,1.000000000000000000e+00
-7.523000299999999640e+01,1.000000000000000000e+00
-7.523000000000000398e+01,1.000000000000000000e+00
-7.503000000000000114e+01,2.000000000000000000e+00
-7.491999800000000675e+01,1.000000000000000000e+00
-7.471999999999999886e+01,1.000000000000000000e+00
-7.462000000000000455e+01,1.000000000000000000e+00
-7.451999999999999602e+01,1.000000000000000000e+00
-7.442000000000000171e+01,3.000000000000000000e+00
-7.441999800000000675e+01,1.000000000000000000e+00
-7.431999999999999318e+01,6.000000000000000000e+00
-7.422000099999999634e+01,1.000000000000000000e+00
-7.421999999999999886e+01,1.000000000000000000e+00
-7.412000000000000455e+01,1.000000000000000000e+00
-7.401999999999999602e+01,4.000000000000000000e+00
-7.401999700000000360e+01,2.000000000000000000e+00
-7.392000000000000171e+01,1.000000000000000000e+00
-7.381999999999999318e+01,1.000000000000000000e+00
-7.370999999999999375e+01,2.000000000000000000e+00
-7.370999899999999627e+01,1.000000000000000000e+00
-7.361000099999999691e+01,2.000000000000000000e+00
-7.360999999999999943e+01,2.000000000000000000e+00
-7.351000000000000512e+01,1.000000000000000000e+00
-7.341000400000000070e+01,1.000000000000000000e+00
-7.340999999999999659e+01,1.000000000000000000e+00
-7.330999799999999311e+01,5.000000000000000000e+00
-7.320999999999999375e+01,1.000000000000000000e+00
-7.320999899999999627e+01,1.000000000000000000e+00
-7.311000099999999691e+01,2.000000000000000000e+00
-7.301000200000000007e+01,2.000000000000000000e+00
-7.290999999999999659e+01,2.000000000000000000e+00
-7.281000000000000227e+01,1.200000000000000000e+01
-7.270999999999999375e+01,2.000000000000000000e+00
-7.270999899999999627e+01,2.000000000000000000e+00
-7.261000099999999691e+01,2.000000000000000000e+00
-7.260999999999999943e+01,1.000000000000000000e+00
-7.250000000000000000e+01,3.000000000000000000e+00
-7.240000000000000568e+01,1.000000000000000000e+00
-7.230000300000000379e+01,4.000000000000000000e+00
-7.219999699999999621e+01,3.000000000000000000e+00
-7.209999999999999432e+01,2.000000000000000000e+00
-7.209999799999999937e+01,1.000000000000000000e+00
-7.200000000000000000e+01,2.000000000000000000e+00
-7.190000200000000063e+01,1.000000000000000000e+00
-7.190000000000000568e+01,1.000000000000000000e+00
-7.179000000000000625e+01,1.000000000000000000e+00
-7.170000000000000284e+01,1.000000000000000000e+00
-7.169999699999999621e+01,1.000000000000000000e+00
-7.159999999999999432e+01,2.000000000000000000e+00
-7.150000000000000000e+01,4.000000000000000000e+00
-7.139000000000000057e+01,1.600000000000000000e+01
-7.138999900000000309e+01,1.000000000000000000e+00
-7.129000000000000625e+01,6.000000000000000000e+00
-7.119000200000000689e+01,2.000000000000000000e+00
-7.118999999999999773e+01,4.000000000000000000e+00
-7.109000000000000341e+01,4.000000000000000000e+00
-7.108999599999999930e+01,1.000000000000000000e+00
-7.098999999999999488e+01,1.000000000000000000e+01
-7.089000000000000057e+01,1.000000000000000000e+00
-7.088999900000000309e+01,1.000000000000000000e+00
-7.079000100000000373e+01,1.000000000000000000e+00
-7.079000000000000625e+01,3.000000000000000000e+00
-7.069000200000000689e+01,3.000000000000000000e+00
-7.059000000000000341e+01,8.000000000000000000e+00
-7.058999599999999930e+01,3.000000000000000000e+00
-7.048999999999999488e+01,1.000000000000000000e+00
-7.048999799999999993e+01,1.000000000000000000e+00
-7.039000000000000057e+01,8.000000000000000000e+00
-7.038999900000000309e+01,4.000000000000000000e+00
-7.029000000000000625e+01,4.000000000000000000e+00
-7.018000000000000682e+01,3.000000000000000000e+00
-7.008000199999999325e+01,1.000000000000000000e+00
-7.007999999999999829e+01,2.000000000000000000e+00
-6.998000000000000398e+01,1.000000000000000000e+00
-6.987999700000000303e+01,2.000000000000000000e+00
-6.978000000000000114e+01,7.000000000000000000e+00
-6.977999900000000366e+01,1.000000000000000000e+00
-6.968000000000000682e+01,6.000000000000000000e+00
-6.958000199999999325e+01,1.000000000000000000e+00
